                       w                      Re11                         w                      Im11
  2.6939157004532476E+01   -3.4062919092443631E-03    2.6939157004532476E+01   -1.5986094407984472E-02
  2.7096236637211966E+01   -3.3686894532288215E-03    2.7096236637211966E+01   -1.5901540982610662E-02
  2.7253316269891457E+01   -3.3316966962237942E-03    2.7253316269891457E+01   -1.5817831521287032E-02
  2.7410395902570944E+01   -3.2953007360811562E-03    2.7410395902570944E+01   -1.5734954259952309E-02
  2.7567475535250434E+01   -3.2594890044736636E-03    2.7567475535250434E+01   -1.5652897632207178E-02
  2.7724555167929925E+01   -3.2242492567688490E-03    2.7724555167929925E+01   -1.5571650265833990E-02
  2.7881634800609415E+01   -3.1895695622524249E-03    2.7881634800609415E+01   -1.5491200979361654E-02
  2.8038714433288902E+01   -3.1554382946877989E-03    2.8038714433288902E+01   -1.5411538778676672E-02
  2.8195794065968393E+01   -3.1218441231988321E-03    2.8195794065968393E+01   -1.5332652853681164E-02
  2.8352873698647883E+01   -3.0887760034635490E-03    2.8352873698647883E+01   -1.5254532574998555E-02
  2.8509953331327374E+01   -3.0562231692069664E-03    2.8509953331327374E+01   -1.5177167490727462E-02
  2.8667032964006861E+01   -3.0241751239817416E-03    2.8667032964006861E+01   -1.5100547323244213E-02
  2.8824112596686351E+01   -2.9926216332257960E-03    2.8824112596686351E+01   -1.5024661966054297E-02
  2.8981192229365842E+01   -2.9615527165865112E-03    2.8981192229365842E+01   -1.4949501480693001E-02
  2.9138271862045332E+01   -2.9309586405015173E-03    2.9138271862045332E+01   -1.4875056093675272E-02
  2.9295351494724819E+01   -2.9008299110265118E-03    2.9295351494724819E+01   -1.4801316193494911E-02
  2.9452431127404310E+01   -2.8711572669009445E-03    2.9452431127404310E+01   -1.4728272327673030E-02
  2.9609510760083801E+01   -2.8419316728427561E-03    2.9609510760083801E+01   -1.4655915199855636E-02
  2.9766590392763291E+01   -2.8131443130637243E-03    2.9766590392763291E+01   -1.4584235666960191E-02
  2.9923670025442778E+01   -2.7847865849973201E-03    2.9923670025442778E+01   -1.4513224736370903E-02
  3.0080749658122269E+01   -2.7568500932312967E-03    3.0080749658122269E+01   -1.4442873563182447E-02
  3.0237829290801759E+01   -2.7293266436375437E-03    3.0237829290801759E+01   -1.4373173447491805E-02
  3.0394908923481250E+01   -2.7022082376920342E-03    3.0394908923481250E+01   -1.4304115831737815E-02
  3.0551988556160737E+01   -2.6754870669780007E-03    3.0551988556160737E+01   -1.4235692298088047E-02
  3.0709068188840227E+01   -2.6491555078657076E-03    3.0709068188840227E+01   -1.4167894565872498E-02
  3.0866147821519718E+01   -2.6232061163625003E-03    3.0866147821519718E+01   -1.4100714489063726E-02
  3.1023227454199208E+01   -2.5976316231270187E-03    3.1023227454199208E+01   -1.4034144053802778E-02
  3.1180307086878695E+01   -2.5724249286417232E-03    3.1180307086878695E+01   -1.3968175375970513E-02
  3.1337386719558186E+01   -2.5475790985381099E-03    3.1337386719558186E+01   -1.3902800698803661E-02
  3.1494466352237676E+01   -2.5230873590692078E-03    3.1494466352237676E+01   -1.3838012390555123E-02
